,Director,Actor,Frequency
2541,Joe Wright,Aaron Taylor-Johnson,1
2542,Joe Wright,Matthew Macfadyen,1
2543,Alejandro Amenábar,Ethan Hawke,1
2544,Alejandro Amenábar,David Thewlis,1
2545,Alejandro Amenábar,Emma Watson,1
2546,Alejandro Amenábar,Dale Dickey,1
2547,Seth MacFarlane,Mark Wahlberg,2
2548,Seth MacFarlane,Seth MacFarlane,3
2549,Seth MacFarlane,Amanda Seyfried,2
2550,Seth MacFarlane,Jessica Barth,1
2551,Michael Bay,Dwayne Johnson,1
2552,Michael Bay,Anthony Mackie,1
2553,Michael Bay,Tony Shalhoub,1
2554,Edward Zwick,Leonardo DiCaprio,1
2555,Edward Zwick,Djimon Hounsou,1
2556,Edward Zwick,Jennifer Connelly,1
2557,Edward Zwick,Kagiso Kuypers,1
2558,Atom Egoyan,Colin Firth,1
2559,Atom Egoyan,Reese Witherspoon,1
2560,Atom Egoyan,Alessandro Nivola,1
2561,Atom Egoyan,James Hamrick,1
2562,Daniel Espinosa,Tom Hardy,1
2563,Daniel Espinosa,Gary Oldman,1
2564,Daniel Espinosa,Noomi Rapace,1
2565,Daniel Espinosa,Joel Kinnaman,1
2566,Kathryn Bigelow,Jeremy Renner,1
2567,Kathryn Bigelow,Anthony Mackie,1
2568,Kathryn Bigelow,Brian Geraghty,1
2569,Kathryn Bigelow,Guy Pearce,1
2570,Martin Campbell,Ryan Reynolds,1
2571,Martin Campbell,Blake Lively,1
2572,Martin Campbell,Peter Sarsgaard,1
2573,Martin Campbell,Mark Strong,1
2574,John Michael McDonagh,Alexander Skarsgård,1
2575,John Michael McDonagh,Michael Peña,1
2576,John Michael McDonagh,Theo James,1
2577,John Michael McDonagh,Tessa Thompson,1
2578,Frank Darabont,Thomas Jane,1
2579,Frank Darabont,Marcia Gay Harden,1
2580,Frank Darabont,Laurie Holden,1
2581,Frank Darabont,Andre Braugher,1
2582,Mikael Håfström,Sylvester Stallone,1
2583,Mikael Håfström,Arnold Schwarzenegger,1
2584,Mikael Håfström,50 Cent,1
2585,Mikael Håfström,Vincent D'Onofrio,1
2586,Christian Ditter,Lily Collins,1
2587,Christian Ditter,Sam Claflin,1
2588,Christian Ditter,Christian Cooke,1
2589,Christian Ditter,Jaime Winstone,1
2590,Ari Sandel,Mae Whitman,1
2591,Ari Sandel,Bella Thorne,1
2592,Ari Sandel,Robbie Amell,1
2593,Ari Sandel,Allison Janney,1
2594,Jee-woon Kim,Byung-hun Lee,1
2595,Jee-woon Kim,Yoo Gong,1
2596,Jee-woon Kim,Kang-ho Song,1
2597,Jee-woon Kim,Ji-min Han,1
2598,Lynne Ramsay,Tilda Swinton,1
2599,Lynne Ramsay,John C. Reilly,1
2600,Lynne Ramsay,Ezra Miller,1
2601,Lynne Ramsay,Jasper Newell,1
2602,Whit Stillman,Kate Beckinsale,1
2603,Whit Stillman,Chloë Sevigny,1
2604,Whit Stillman,Xavier Samuel,1
2605,Whit Stillman,Emma Greenwell,1
2606,Harald Zwart,Lily Collins,1
2607,Harald Zwart,Jamie Campbell Bower,1
2608,Harald Zwart,Robert Sheehan,1
2609,Harald Zwart,Jemima West,1
2610,Gabriele Muccino,Rosario Dawson,1
2611,Gabriele Muccino,Woody Harrelson,1
2612,Gabriele Muccino,Michael Ealy,1
2613,Tom Hooper,Colin Firth,1
2614,Tom Hooper,Geoffrey Rush,1
2615,Tom Hooper,Helena Bonham Carter,1
2616,Tom Hooper,Derek Jacobi,1
2617,Steve McQueen,Stuart Graham,1
2618,Steve McQueen,Laine Megaw,1
2619,Steve McQueen,Brian Milligan,1
2620,Steve McQueen,Liam McMahon,1
2621,Doug Liman,Hayden Christensen,1
2622,Doug Liman,Samuel L. Jackson,1
2623,Doug Liman,Jamie Bell,1
2624,Doug Liman,Rachel Bilson,1
2625,Lee Unkrich,Tom Hanks,1
2626,Lee Unkrich,Tim Allen,1
2627,Lee Unkrich,Joan Cusack,1
2628,Lee Unkrich,Ned Beatty,1
2629,Tomas Alfredson,Gary Oldman,1
2630,Tomas Alfredson,Colin Firth,1
2631,Tomas Alfredson,Tom Hardy,1
2632,Tomas Alfredson,Mark Strong,1
2633,Paul W.S. Anderson,Sienna Guillory,1
2634,Paul W.S. Anderson,Michelle Rodriguez,1
2635,Paul W.S. Anderson,Aryana Engineer,1
2636,Gauri Shinde,Alia Bhatt,1
2637,Gauri Shinde,Shah Rukh Khan,1
2638,Gauri Shinde,Kunal Kapoor,1
2639,Gauri Shinde,Priyanka Moodley,1
2640,Michael Grandage,Colin Firth,1
2641,Michael Grandage,Jude Law,1
2642,Michael Grandage,Nicole Kidman,1
2643,Michael Grandage,Laura Linney,1
2644,Paul W.S. Anderson,Kit Harington,1
2645,Paul W.S. Anderson,Emily Browning,1
2646,Paul W.S. Anderson,Kiefer Sutherland,1
2647,Paul W.S. Anderson,Adewale Akinnuoye-Agbaje,1
2648,Ang Lee,Suraj Sharma,1
2649,Ang Lee,Irrfan Khan,1
2650,Ang Lee,Adil Hussain,1
2651,Ang Lee,Tabu,1
2652,Lasse Hallström,Richard Gere,1
2653,Lasse Hallström,Joan Allen,1
2654,Lasse Hallström,Cary-Hiroyuki Tagawa,1
2655,Lasse Hallström,Sarah Roemer,1
2656,Jamie Linden,Channing Tatum,1
2657,Jamie Linden,Rosario Dawson,1
2658,Jamie Linden,Chris Pratt,1
2659,Jamie Linden,Jenna Dewan Tatum,1
2660,Mike Cahill,Michael Pitt,1
2661,Mike Cahill,Steven Yeun,1
2662,Mike Cahill,Astrid Bergès-Frisbey,1
2663,Mike Cahill,Brit Marling,1
2664,Len Wiseman,Bruce Willis,1
2665,Len Wiseman,Justin Long,1
2666,Len Wiseman,Timothy Olyphant,1
2667,Len Wiseman,Maggie Q,1
2668,Caleb Vetter,Wesley Elder,1
2669,Caleb Vetter,Christina Grimmie,1
2670,Caleb Vetter,Osric Chau,1
2671,Caleb Vetter,Olan Rogers,1
2672,Michael Haneke,Naomi Watts,1
2673,Michael Haneke,Tim Roth,1
2674,Michael Haneke,Michael Pitt,1
2675,Michael Haneke,Brady Corbet,1
2676,Seth MacFarlane,Mila Kunis,1
2677,Seth MacFarlane,Joel McHale,1
2678,Robert Schwentke,Bruce Willis,1
2679,Robert Schwentke,Helen Mirren,1
2680,Robert Schwentke,Morgan Freeman,1
2681,Robert Schwentke,Mary-Louise Parker,1
2682,Baz Luhrmann,Nicole Kidman,1
2683,Baz Luhrmann,Hugh Jackman,1
2684,Baz Luhrmann,Shea Adams,1
2685,Baz Luhrmann,Eddie Baroo,1
2686,George Tillman Jr.,Dwayne Johnson,1
2687,George Tillman Jr.,Billy Bob Thornton,1
2688,George Tillman Jr.,Maggie Grace,1
2689,George Tillman Jr.,Mauricio Lopez,1
2690,Marcus Dunstan,Josh Stewart,1
2691,Marcus Dunstan,Bill Engvall,1
2692,Marcus Dunstan,Alex Essoe,1
2693,Marcus Dunstan,Ronnie Gene Blevins,1
2694,George Nolfi,Matt Damon,1
2695,George Nolfi,Emily Blunt,1
2696,George Nolfi,Lisa Thoreson,1
2697,George Nolfi,Florence Kastriner,1
2698,John Krasinski,Sharlto Copley,1
2699,John Krasinski,Charlie Day,1
2700,John Krasinski,Richard Jenkins,1
2701,John Krasinski,Anna Kendrick,1
2702,David Dobkin,Robert Downey Jr.,1
2703,David Dobkin,Robert Duvall,1
2704,David Dobkin,Vera Farmiga,1
2705,David Dobkin,Billy Bob Thornton,1
2706,John Crowley,Eric Bana,1
2707,John Crowley,Rebecca Hall,1
2708,John Crowley,Ciarán Hinds,1
2709,Michael Dudok de Wit,Emmanuel Garijo,1
2710,Michael Dudok de Wit,Tom Hudson,1
2711,Michael Dudok de Wit,Baptiste Goy,1
2712,Michael Dudok de Wit,Axel Devillers,1
2713,Jorge R. Gutiérrez,Diego Luna,1
2714,Jorge R. Gutiérrez,Zoe Saldana,1
2715,Jorge R. Gutiérrez,Channing Tatum,1
2716,Jorge R. Gutiérrez,Ron Perlman,1
2717,Denis Villeneuve,Lubna Azabal,1
2718,Denis Villeneuve,Mélissa Désormeaux-Poulin,1
2719,Denis Villeneuve,Maxim Gaudette,1
2720,Denis Villeneuve,Mustafa Kamel,1
2721,Bobby Farrelly,Ben Stiller,1
2722,Bobby Farrelly,Michelle Monaghan,1
2723,Bobby Farrelly,Malin Akerman,1
2724,Bobby Farrelly,Jerry Stiller,1
2725,George Miller,Elijah Wood,1
2726,George Miller,Brittany Murphy,1
2727,George Miller,Hugh Jackman,1
2728,George Miller,Robin Williams,1
2729,Doug Ellin,Adrian Grenier,1
2730,Doug Ellin,Kevin Connolly,1
2731,Doug Ellin,Jerry Ferrara,1
2732,Doug Ellin,Kevin Dillon,1
2733,Bryan Bertino,Scott Speedman,1
2734,Bryan Bertino,Liv Tyler,1
2735,Bryan Bertino,Gemma Ward,1
2736,Bryan Bertino,Alex Fisher,1
2737,Darren Aronofsky,Russell Crowe,1
2738,Darren Aronofsky,Jennifer Connelly,1
2739,Darren Aronofsky,Anthony Hopkins,1
2740,Darren Aronofsky,Emma Watson,1
2741,Nicholas Stoller,Lisa Kudrow,1
2742,Lars von Trier,Jamie Bell,1
2743,Jean-Marc Vallée,Reese Witherspoon,1
2744,Jean-Marc Vallée,Laura Dern,1
2745,Jean-Marc Vallée,Gaby Hoffmann,1
2746,Jean-Marc Vallée,Michiel Huisman,1
2747,Dennis Dugan,Salma Hayek,1
2748,Adam Wingard,James Allen McCune,1
2749,Adam Wingard,Callie Hernandez,1
2750,Adam Wingard,Corbin Reid,1
2751,Adam Wingard,Brandon Scott,1
2752,Harald Zwart,Jackie Chan,1
2753,Harald Zwart,Jaden Smith,1
2754,Harald Zwart,Taraji P. Henson,1
2755,Harald Zwart,Wenwen Han,1
2756,Tim Burton,Michelle Pfeiffer,1
2757,Will Gluck,Mila Kunis,1
2758,Will Gluck,Justin Timberlake,1
2759,Will Gluck,Patricia Clarkson,1
2760,Will Gluck,Jenna Elfman,1
2761,Neil Burger,Edward Norton,1
2762,Neil Burger,Jessica Biel,1
2763,Neil Burger,Paul Giamatti,1
2764,Neil Burger,Rufus Sewell,1
2765,Joe Carnahan,Liam Neeson,1
2766,Joe Carnahan,Bradley Cooper,1
2767,Joe Carnahan,Sharlto Copley,1
2768,Joe Carnahan,Jessica Biel,1
2769,Adam Wingard,Dan Stevens,1
2770,Adam Wingard,Sheila Kelley,1
2771,Adam Wingard,Maika Monroe,1
2772,Adam Wingard,Joel David Moore,1
2773,Shawn Levy,Vince Vaughn,1
2774,Shawn Levy,Rose Byrne,1
2775,Shawn Levy,Aasif Mandvi,1
2776,Greg Mottola,Simon Pegg,1
2777,Greg Mottola,Nick Frost,1
2778,Greg Mottola,Seth Rogen,1
2779,Greg Mottola,Mia Stallard,1
2780,Simon Aboud,Jessica Brown Findlay,1
2781,Simon Aboud,Andrew Scott,1
2782,Simon Aboud,Jeremy Irvine,1
2783,Simon Aboud,Tom Wilkinson,1
2784,Ron Howard,Audrey Tautou,1
2785,Ron Howard,Jean Reno,1
2786,Ron Howard,Ian McKellen,1
2787,Bruce Beresford,Eddie Murphy,1
2788,Bruce Beresford,Britt Robertson,1
2789,Bruce Beresford,Natascha McElhone,1
2790,Bruce Beresford,Xavier Samuel,1
2791,Martin Scorsese,Asa Butterfield,1
2792,Martin Scorsese,Chloë Grace Moretz,1
2793,Martin Scorsese,Christopher Lee,1
2794,Oz Perkins,Emma Roberts,1
2795,Oz Perkins,Kiernan Shipka,1
2796,Oz Perkins,Lauren Holly,1
2797,Oz Perkins,Lucy Boynton,2
2798,Ridley Scott,Leonardo DiCaprio,1
2799,Ridley Scott,Mark Strong,1
2800,Ridley Scott,Golshifteh Farahani,1
2801,Terrence Malick,Christian Bale,1
2802,Terrence Malick,Cate Blanchett,1
2803,Terrence Malick,Natalie Portman,1
2804,Terrence Malick,Brian Dennehy,1
2805,Rob Cohen,Brendan Fraser,1
2806,Rob Cohen,Jet Li,1
2807,Rob Cohen,Maria Bello,1
2808,Rob Cohen,Michelle Yeoh,1
2809,Ben Falcone,Melissa McCarthy,1
2810,Ben Falcone,Kristen Bell,1
2811,Ben Falcone,Peter Dinklage,1
2812,Ben Falcone,Ella Anderson,1
2813,Jonathan Jakubowicz,Edgar Ramírez,1
2814,Jonathan Jakubowicz,Usher Raymond,1
2815,Jonathan Jakubowicz,Robert De Niro,1
2816,Jonathan Jakubowicz,Rubén Blades,1
2817,Juan José Campanella,Ricardo Darín,1
2818,Juan José Campanella,Soledad Villamil,1
2819,Juan José Campanella,Pablo Rago,1
2820,Juan José Campanella,Carla Quevedo,1
2821,Ethan Coen,Jeff Bridges,1
2822,Ethan Coen,Matt Damon,1
2823,Ethan Coen,Hailee Steinfeld,1
2824,Max Joseph,Zac Efron,1
2825,Max Joseph,Wes Bentley,1
2826,Max Joseph,Emily Ratajkowski,1
2827,Max Joseph,Jonny Weston,1
2828,Seth MacFarlane,Charlize Theron,1
2829,Seth MacFarlane,Liam Neeson,1
2830,Chris Stokes,Brian White,1
2831,Chris Stokes,Karrueche Tran,1
2832,Chris Stokes,Angelique Pereira,1
2833,Chris Stokes,Jessica Vanessa DeLeon,1
2834,Warren Beatty,Lily Collins,1
2835,Warren Beatty,Haley Bennett,1
2836,Warren Beatty,Taissa Farmiga,1
2837,Warren Beatty,Steve Tom,1
2838,Mike Flanagan,Elizabeth Reaser,1
2839,Mike Flanagan,Lulu Wilson,1
2840,Mike Flanagan,Annalise Basso,1
2841,Mike Flanagan,Henry Thomas,1
2842,Thor Freudenthal,Logan Lerman,1
2843,Thor Freudenthal,Alexandra Daddario,1
2844,Thor Freudenthal,Brandon T. Jackson,1
2845,Thor Freudenthal,Nathan Fillion,1
2846,Gregory Hoblit,Anthony Hopkins,1
2847,Gregory Hoblit,Ryan Gosling,1
2848,Gregory Hoblit,David Strathairn,1
2849,Gregory Hoblit,Rosamund Pike,1
2850,Mike Flanagan,Karen Gillan,1
2851,Mike Flanagan,Brenton Thwaites,1
2852,Mike Flanagan,Katee Sackhoff,1
2853,Mike Flanagan,Rory Cochrane,1
2854,Martin McDonagh,Colin Farrell,2
2855,Martin McDonagh,Brendan Gleeson,1
2856,Martin McDonagh,Ciarán Hinds,1
2857,Martin McDonagh,Elizabeth Berrington,1
2858,McG,Reese Witherspoon,1
2859,McG,Chris Pine,1
2860,McG,Tom Hardy,1
2861,McG,Til Schweiger,1
2862,Filip Renc,Tatiana Pauhofová,1
2863,Filip Renc,Karl Markovics,1
2864,Filip Renc,Gedeon Burkhard,1
2865,Filip Renc,Simona Stasová,1
2866,John Hillcoat,Viggo Mortensen,1
2867,John Hillcoat,Charlize Theron,1
2868,John Hillcoat,Kodi Smit-McPhee,1
2869,John Hillcoat,Robert Duvall,1
2870,Ed Gass-Donnelly,Abbie Cornish,1
2871,Ed Gass-Donnelly,Dermot Mulroney,1
2872,Ed Gass-Donnelly,Justin Long,1
2873,Ed Gass-Donnelly,Diego Klattenhoff,1
2874,Jamal Hill,Larenz Tate,1
2875,Jamal Hill,Meagan Good,1
2876,Jamal Hill,Rotimi,1
2877,Jamal Hill,Rick Gonzalez,1
2878,Marcus Nispel,Jason Momoa,1
2879,Marcus Nispel,Ron Perlman,1
2880,Marcus Nispel,Rose McGowan,1
2881,Marcus Nispel,Stephen Lang,1
2882,David O. Russell,Mark Wahlberg,1
2883,David O. Russell,Melissa Leo,1
2884,Kirsten Sheridan,Freddie Highmore,1
2885,Kirsten Sheridan,Keri Russell,1
2886,Kirsten Sheridan,Jonathan Rhys Meyers,1
2887,Kirsten Sheridan,Terrence Howard,1
2888,Jon Favreau,Jon Favreau,1
2889,Jon Favreau,Scarlett Johansson,1
2890,Jon Favreau,Dustin Hoffman,1
2891,Gavin Hood,Helen Mirren,1
2892,Gavin Hood,Aaron Paul,1
2893,Gavin Hood,Alan Rickman,1
2894,Gavin Hood,Barkhad Abdi,1
2895,D.J. Caruso,Shia LaBeouf,2
2896,D.J. Caruso,Michelle Monaghan,1
2897,D.J. Caruso,Rosario Dawson,1
2898,D.J. Caruso,Michael Chiklis,1
2899,James DeMonaco,Ethan Hawke,1
2900,James DeMonaco,Lena Headey,1
2901,James DeMonaco,Max Burkholder,1
2902,James DeMonaco,Adelaide Kane,1
2903,Rajkumar Hirani,Anushka Sharma,1
2904,Rajkumar Hirani,Sanjay Dutt,1
2905,Rajkumar Hirani,Boman Irani,1
2906,Gavin Hood,Harrison Ford,1
2907,Gavin Hood,Asa Butterfield,1
2908,Gavin Hood,Hailee Steinfeld,1
2909,Gavin Hood,Abigail Breslin,1
2910,Steven Spielberg,Harrison Ford,1
2911,Steven Spielberg,Cate Blanchett,1
2912,Steven Spielberg,Shia LaBeouf,1
2913,Steven Spielberg,Karen Allen,1
2914,Jake Schreier,Nat Wolff,1
2915,Jake Schreier,Cara Delevingne,1
2916,Jake Schreier,Austin Abrams,1
2917,Jake Schreier,Justice Smith,1
2918,Ben Wheatley,Tom Hiddleston,1
2919,Ben Wheatley,Jeremy Irons,1
2920,Ben Wheatley,Sienna Miller,1
2921,Ben Wheatley,Luke Evans,1
2922,Marc Forster,Daniel Craig,1
2923,Marc Forster,Olga Kurylenko,1
2924,Marc Forster,Mathieu Amalric,1
2925,Marc Forster,Judi Dench,1
2926,Walter Hill,Sigourney Weaver,1
2927,Walter Hill,Michelle Rodriguez,1
2928,Walter Hill,Tony Shalhoub,1
2929,Walter Hill,Anthony LaPaglia,1
2930,Dean DeBlois,Jay Baruchel,2
2931,Dean DeBlois,Gerard Butler,2
2932,Dean DeBlois,Christopher Mintz-Plasse,1
2933,Dean DeBlois,Craig Ferguson,2
2934,M. Night Shyamalan,Paul Giamatti,1
2935,M. Night Shyamalan,Bryce Dallas Howard,1
2936,M. Night Shyamalan,Jeffrey Wright,1
2937,M. Night Shyamalan,Bob Balaban,1
2938,Darren Aronofsky,Hugh Jackman,1
2939,Darren Aronofsky,Rachel Weisz,1
2940,Darren Aronofsky,Sean Patrick Thomas,1
2941,Darren Aronofsky,Ellen Burstyn,1
2942,John Lasseter,Michael Caine,1
2943,John Lasseter,Emily Mortimer,1
2944,Rob Zombie,Malcolm McDowell,1
2945,Rob Zombie,Richard Brake,1
2946,Rob Zombie,Jeff Daniel Phillips,1
2947,Rob Zombie,Sheri Moon Zombie,1
2948,Tyler Shields,Abigail Breslin,1
2949,Tyler Shields,Wes Bentley,1
2950,Tyler Shields,Logan Huffman,1
2951,Tyler Shields,Alexander Ludwig,1
2952,Hisonni Johnson,Maddy Curley,1
2953,Hisonni Johnson,John DeLuca,1
2954,Hisonni Johnson,Nikki SooHoo,1
2955,Hisonni Johnson,Drew Seeley,1
2956,Matt Brown,Dev Patel,1
2957,Matt Brown,Jeremy Irons,1
2958,Matt Brown,Malcolm Sinclair,1
2959,Matt Brown,Raghuvir Joshi,1
2960,Jaume Collet-Serra,Liam Neeson,1
2961,Jaume Collet-Serra,Diane Kruger,1
2962,Jaume Collet-Serra,January Jones,1
2963,Jaume Collet-Serra,Aidan Quinn,1
2964,Tarsem Singh,Ryan Reynolds,1
2965,Tarsem Singh,Natalie Martinez,1
2966,Tarsem Singh,Matthew Goode,1
2967,Tarsem Singh,Ben Kingsley,1
2968,Bruce A. Evans,Kevin Costner,1
2969,Bruce A. Evans,Demi Moore,1
2970,Bruce A. Evans,William Hurt,1
2971,Bruce A. Evans,Dane Cook,1
2972,Adam Leon,Callum Turner,1
2973,Adam Leon,Grace Van Patten,1
2974,Adam Leon,Michal Vondel,1
2975,Adam Leon,Mike Birbiglia,1
2976,Chris Evans,Chris Evans,1
2977,Chris Evans,Alice Eve,1
2978,Chris Evans,Emma Fitzpatrick,1
2979,Chris Evans,John Cullum,1
2980,Paul Greengrass,Tom Hanks,1
2981,Paul Greengrass,Barkhad Abdi,1
2982,Paul Greengrass,Barkhad Abdirahman,1
2983,Paul Greengrass,Catherine Keener,1
2984,Jim Sheridan,Rooney Mara,1
2985,Jim Sheridan,Eric Bana,1
2986,Jim Sheridan,Theo James,1
2987,Jim Sheridan,Aidan Turner,1
2988,Stewart Hendler,Ben Winchell,1
2989,Stewart Hendler,Josh Brener,1
2990,Stewart Hendler,Maria Bello,1
2991,Stewart Hendler,Andy Garcia,1
2992,Genndy Tartakovsky,Adam Sandler,1
2993,Genndy Tartakovsky,Andy Samberg,1
2994,Genndy Tartakovsky,Selena Gomez,1
2995,Genndy Tartakovsky,Kevin James,1
2996,Peter Berg,Will Smith,1
2997,Peter Berg,Charlize Theron,1
2998,Peter Berg,Jason Bateman,1
2999,Peter Berg,Jae Head,1
3000,Jason Moore,Amy Poehler,1
3001,Jason Moore,Tina Fey,1
3002,Jason Moore,Maya Rudolph,1
3003,Jason Moore,Ike Barinholtz,1
3004,Luc Besson,Robert De Niro,1
3005,Luc Besson,Michelle Pfeiffer,1
3006,Luc Besson,Dianna Agron,1
3007,Luc Besson,John D'Leo,1
3008,Kevin Smith,Seth Rogen,1
3009,Kevin Smith,Elizabeth Banks,1
3010,Kevin Smith,Craig Robinson,1
3011,Kevin Smith,Gerry Bednob,1
3012,Claude Barras,Gaspard Schlatter,1
3013,Claude Barras,Sixtine Murat,1
3014,Claude Barras,Paulin Jaccoud,1
3015,Claude Barras,Michel Vuillermoz,1
3016,Asger Leth,Sam Worthington,1
3017,Asger Leth,Elizabeth Banks,1
3018,Asger Leth,Jamie Bell,1
3019,Asger Leth,Mandy Gonzalez,1
3020,Ivan Reitman,Natalie Portman,1
3021,Ivan Reitman,Ashton Kutcher,1
3022,Ivan Reitman,Kevin Kline,1
3023,Ivan Reitman,Cary Elwes,1
3024,Werner Herzog,Christian Bale,1
3025,Werner Herzog,Steve Zahn,1
3026,Werner Herzog,Jeremy Davies,1
3027,Werner Herzog,Zach Grenier,1
3028,Pierre Coffin,Kristen Wiig,1
3029,Pierre Coffin,Benjamin Bratt,1
3030,Pierre Coffin,Miranda Cosgrove,1
3031,Scott Frank,Liam Neeson,1
3032,Scott Frank,Dan Stevens,1
3033,Scott Frank,David Harbour,1
3034,Scott Frank,Boyd Holbrook,1
3035,Edgar Wright,Rosamund Pike,1
3036,Kevin Smith,Lily-Rose Depp,1
3037,Kevin Smith,Harley Quinn Smith,1
3038,Kevin Smith,Johnny Depp,1
3039,Kevin Smith,Adam Brody,1
3040,Martin McDonagh,Woody Harrelson,1
3041,Martin McDonagh,Sam Rockwell,1
3042,Martin McDonagh,Christopher Walken,1
3043,Robert Zemeckis,Ray Winstone,1
3044,Robert Zemeckis,Crispin Glover,1
3045,Robert Zemeckis,Angelina Jolie,1
3046,Robert Zemeckis,Robin Wright,1
3047,Kenneth Branagh,Chris Pine,1
3048,Kenneth Branagh,Kevin Costner,1
3049,Kenneth Branagh,Keira Knightley,1
3050,Kenneth Branagh,Kenneth Branagh,1
3051,Mikael Håfström,John Cusack,1
3052,Mikael Håfström,Samuel L. Jackson,1
3053,Mikael Håfström,Mary McCormack,1
3054,Mikael Håfström,Paul Birchard,1
3055,Rupert Wyatt,Mark Wahlberg,1
3056,Rupert Wyatt,Jessica Lange,1
3057,Rupert Wyatt,John Goodman,1
3058,Rupert Wyatt,Brie Larson,1
3059,Mike Newell,Jake Gyllenhaal,1
3060,Mike Newell,Gemma Arterton,1
3061,Mike Newell,Ben Kingsley,1
3062,Mike Newell,Alfred Molina,1
3063,James Ponsoldt,Miles Teller,1
3064,James Ponsoldt,Shailene Woodley,1
3065,James Ponsoldt,Kyle Chandler,1
3066,James Ponsoldt,Jennifer Jason Leigh,1
3067,Amma Asante,David Oyelowo,1
3068,Amma Asante,Rosamund Pike,1
3069,Amma Asante,Tom Felton,1
3070,Amma Asante,Jack Davenport,1
3071,Mario Van Peebles,Nicolas Cage,1
3072,Mario Van Peebles,Tom Sizemore,1
3073,Mario Van Peebles,Thomas Jane,1
3074,Mario Van Peebles,Matt Lanter,1
3075,François Simard,Munro Chambers,1
3076,François Simard,Laurence Leboeuf,1
3077,François Simard,Michael Ironside,1
3078,François Simard,Edwin Wright,1
3079,Andrés Muschietti,Jessica Chastain,1
3080,Andrés Muschietti,Nikolaj Coster-Waldau,1
3081,Andrés Muschietti,Megan Charpentier,1
3082,Andrés Muschietti,Isabelle Nélisse,1
3083,Jaume Collet-Serra,Vera Farmiga,1
3084,Jaume Collet-Serra,Peter Sarsgaard,1
3085,Jaume Collet-Serra,Isabelle Fuhrman,1
3086,Jaume Collet-Serra,CCH Pounder,1
3087,Woody Allen,Woody Allen,1
3088,Woody Allen,Penélope Cruz,1
3089,Woody Allen,Ellen Page,1
3090,Wes Anderson,George Clooney,1
3091,Wes Anderson,Meryl Streep,1
3092,Wes Anderson,Jason Schwartzman,1
3093,Spike Lee,Denzel Washington,1
3094,Spike Lee,Clive Owen,1
3095,Spike Lee,Jodie Foster,1
3096,Spike Lee,Christopher Plummer,1
3097,John Moore,Pierce Brosnan,1
3098,John Moore,Jason Barry,1
3099,John Moore,Karen Moskow,1
3100,John Moore,Kai Ryssdal,1
3101,Danny Boyle,James Franco,1
3102,Danny Boyle,Amber Tamblyn,1
3103,Danny Boyle,Kate Mara,1
3104,Danny Boyle,Sean Bott,1
3105,John R. Leonetti,Ward Horton,1
3106,John R. Leonetti,Annabelle Wallis,1
3107,John R. Leonetti,Alfre Woodard,1
3108,John R. Leonetti,Tony Amendola,1
3109,John R. Leonetti,Katie Cassidy,1
3110,John R. Leonetti,Elizabeth Henstridge,1
3111,John R. Leonetti,Adam Campbell,1
3112,John R. Leonetti,Miles Fisher,1
3113,Saul Dibb,Michelle Williams,1
3114,Saul Dibb,Kristin Scott Thomas,1
3115,Saul Dibb,Margot Robbie,1
3116,Saul Dibb,Eric Godon,1
3117,Terry Gilliam,Christopher Plummer,1
3118,Terry Gilliam,Lily Cole,1
3119,Terry Gilliam,Heath Ledger,1
3120,Terry Gilliam,Andrew Garfield,1
3121,Stephen Sommers,Dennis Quaid,1
3122,Stephen Sommers,Channing Tatum,1
3123,Stephen Sommers,Marlon Wayans,1
3124,Stephen Sommers,Adewale Akinnuoye-Agbaje,1
3125,Antonio Campos,Rebecca Hall,1
3126,Antonio Campos,Michael C. Hall,1
3127,Antonio Campos,Tracy Letts,1
3128,Antonio Campos,Maria Dizzia,1
3129,Dito Montiel,Shia LaBeouf,1
3130,Dito Montiel,Jai Courtney,1
3131,Dito Montiel,Gary Oldman,1
3132,Dito Montiel,Kate Mara,1
3133,Phil Claydon,Michael Vartan,1
3134,Phil Claydon,Erin Moriarty,1
3135,Phil Claydon,Nadine Velazquez,1
3136,Phil Claydon,Ronnie Gene Blevins,1
3137,Farren Blackburn,Naomi Watts,1
3138,Farren Blackburn,Charlie Heaton,1
3139,Farren Blackburn,Jacob Tremblay,1
3140,Farren Blackburn,Oliver Platt,1
3141,Matthias Hoene,Mark Chao,1
3142,Matthias Hoene,Ni Ni,1
3143,Matthias Hoene,Dave Bautista,1
3144,Matthias Hoene,Sienna Guillory,1
3145,Robert Rodriguez,Kurt Russell,1
3146,Robert Rodriguez,Rose McGowan,2
3147,Robert Rodriguez,Danny Trejo,1
3148,Robert Rodriguez,Zoë Bell,1
3149,Jason Friedberg,Carmen Electra,1
3150,Jason Friedberg,Vanessa Lachey,1
3151,Jason Friedberg,Nicole Parker,1
3152,Jason Friedberg,Matt Lanter,1
3153,Sylvester Stallone,Antonio Tarver,1
3154,Sylvester Stallone,Milo Ventimiglia,1
3155,Sylvester Stallone,Burt Young,1
3156,David Bowers,Zachary Gordon,2
3157,David Bowers,Robert Capron,2
3158,David Bowers,Devon Bostick,2
3159,David Bowers,Steve Zahn,1
3160,Cary Joji Fukunaga,Mia Wasikowska,1
3161,Cary Joji Fukunaga,Michael Fassbender,1
3162,Cary Joji Fukunaga,Jamie Bell,1
3163,Cary Joji Fukunaga,Su Elliot,1
